bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,year,publisher
32656,The Return of the Native,Thomas Hardy/Phillip Mallett,3.86,393927873,9780000000000.0,eng,552,44,5,2006,W. W. Norton & Company
41085,The Crucible of Time,John Brunner,3.71,345302354,9780000000000.0,eng,416,25,3,1984,Del Rey
16767,The Case of the Half-Wakened Wife,Erle Stanley Gardner,3.88,034537147X,9780000000000.0,eng,245,435,23,1991,Fawcett
15785,More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,747569134,9780000000000.0,eng,112,856,28,1994,Bloomsbury U.S.A. Children's Books
6534,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,4.02,743477154,9780000000000.0,eng,342,193117,2123,2003,Pocket Books
45018,The Free Bards (Bardic Voices  #1-3),Mercedes Lackey,4.18,067187778X,9780000000000.0,eng,712,1530,20,1997,Baen
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,806525363,9780000000000.0,eng,206,13,2,2005,Citadel
10654,Coach: Lessons on the Game of Life,Michael   Lewis,3.82,393060918,9780000000000.0,en-US,96,1502,167,2005,W. W. Norton  Company
18074,Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,4.32,1841591017,9780000000000.0,eng,240,25,1,2001,Everyman's Library
11277,The Hollow Man,Dan Simmons,3.46,553563505,9780000000000.0,en-US,342,2532,149,1993,Bantam Spectra
23802,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.95,140281916,9780000000000.0,eng,304,37,1,2000,Penguin Books
8840,Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,4.02,805079130,9780000000000.0,eng,560,208,27,2006,Holt Paperbacks
30822,Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,4.24,842384111,9780000000000.0,eng,368,1532,40,2005,Tyndale House Publishers
4315,Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,3.55,9774248449,9790000000000.0,ara,349,122,12,2004,American University in Cairo Press
44505,The Best American Essays 2006,Lauren Slater/Robert Atwan,3.88,618705295,9780000000000.0,en-US,304,434,34,2006,Mariner Books
26438,Java: An Introduction to Problem Solving and Programming,Walter J. Savitch,3.85,131492020,9780000000000.0,en-US,1060,26,1,2004,Prentice Hall
25800,The Book of Five Rings,Miyamoto Musashi/William Scott Wilson/Shiro Tsujimura,4.07,4770028016,9780000000000.0,eng,157,455,43,2002,Kodansha International
23600,Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9),J.R.R. Tolkien/Christopher Tolkien,4.01,395606497,9780000000000.0,eng,496,2572,41,1992,Houghton Mifflin Harcourt
38155,A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,4.31,014024364X,9780000000000.0,eng,1024,2931,222,1998,Penguin Books
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.26,142001341,9780000000000.0,eng,160,269,40,2003,Penguin Books
31582,The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,811200914,9780000000000.0,mul,180,236,23,1955,New Directions Publishing Corporation
26,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,60920084,9780000000000.0,eng,299,45712,2257,1990,William Morrow Paperbacks
22421,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,1563896273,9780000000000.0,eng,133,13331,146,2000,Vertigo
11022,Purity of Blood (Adventures of Captain Alatriste  #2),Arturo Pérez-Reverte/Margaret Sayers Peden,3.75,452287987,9780000000000.0,eng,268,3240,130,2006,Plume
4669,The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,4.0,873515129,9780000000000.0,en-US,328,100,11,2004,Minnesota Historical Society Press
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,60584033,9780000000000.0,eng,312,22251,671,2006,HarperCollins
14861,Rape: A Love Story,Joyce Carol Oates,3.57,786712945,9780000000000.0,eng,128,114,24,2003,Carroll & Graf Publishers
16642,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,3.67,159569045X,9780000000000.0,en-US,104,16,0,2006,MONDIAL
15877,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir,4.05,972393617,9780000000000.0,en-US,412,2774,37,2003,Wizarding World Press
6148,Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,4.29,195119207,9780000000000.0,eng,320,13,0,1997,Oxford University Press  USA
19712,John Deere Farm Tractors: A History of the John Deere Tractor,Randy Leffingwell,4.22,879387556,9780000000000.0,eng,192,22,1,1993,Motorbooks International
27776,La caída,Albert Camus/Manuel de Lope,4.04,8420637017,9790000000000.0,spa,128,233,20,2005,Alianza Editorial
7337,The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,3.99,345345061,9780000000000.0,eng,251,4200,145,1986,Del Rey
13113,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,688052304,9780000000000.0,eng,412,424,47,1979,Quill
44949,Write Great Code: Volume 1: Understanding the Machine,Randall Hyde,3.92,1593270038,9780000000000.0,eng,456,145,12,2004,No Starch Press
29788,For the Relief of Unbearable Urges,Nathan Englander,3.93,375704434,9780000000000.0,eng,205,2418,229,2000,Vintage
15563,First King of Shannara (The Original Shannara Trilogy #0),Terry Brooks,3.96,345396537,9780000000000.0,eng,435,864,55,1997,Del Rey
5215,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,60740450,9780000000000.0,eng,458,3437,316,2004,Harper Perennial
201,Una arruga en el tiempo ?A Wrinkle in Time,Madeleine L'Engle,4.0,606105263,9780000000000.0,spa,205,6,1,1984,Turtleback Books
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,521011760,9780000000000.0,eng,334,10,1,2002,Cambridge University Press
37817,The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,John Piper,4.3,1590526856,9780000000000.0,eng,112,20,0,2006,Multnomah
30067,Drop Dead Gorgeous (Blair Mallory  #2),Linda Howard,3.93,345486587,9780000000000.0,eng,347,7227,301,2006,Ballantine Books
39242,The Milagro Beanfield War,John     Nichols,4.1,805063749,9780000000000.0,eng,456,9120,395,2000,Holt McDougal
13382,Vinyl Cafe Odd Jobs,Stuart McLean,4.56,096830317X,9780000000000.0,eng,3,61,1,2005,Canadian Broadcasting Corporation (CBC Audio)
38376,LOVE MODE 11,Yuki Shimizu/志水 ゆき,4.37,4835214102,9780000000000.0,jpn,182,4,0,2003,ビブロス
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,1597770078,9780000000000.0,eng,6,58,15,2005,Phoenix Audio
15060,Easy Riders  Raging Bulls: How the Sex-Drugs-And-Rock-'N'-Roll Generation Saved Hollywood,Peter Biskind,4.12,747544212,9780000000000.0,eng,506,414,26,2014,Bloomsbury Publishing PLC
7199,The Way the Crow Flies,Ann-Marie MacDonald,4.09,60586370,9780000000000.0,en-US,848,11330,1011,2004,Harper Perennial
11705,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21,811208990,9780000000000.0,eng,160,373,18,1984,New Directions
37858,Sources of the Self: The Making of the Modern Identity,Charles Taylor,4.2,674824261,9780000000000.0,eng,624,1355,54,1992,Harvard University Press
3776,Ballet Shoes,Noel Streatfeild,4.07,1842552473,9780000000000.0,eng,184,210,26,2004,Orion Children's Books
22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,3.67,743444043,9780000000000.0,en-US,320,1029,53,2003,Pocket Books
13336,Olympian Odes. Pythian Odes,Pindar/William H. Race,4.09,674995643,9780000000000.0,mul,416,59,5,1997,Harvard University Press
16713,The Disappointment Artist,Jonathan Lethem,3.63,1400076811,9780000000000.0,eng,149,1613,129,2006,Vintage
6656,The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,4.07,679433139,9780000000000.0,eng,798,86527,2004,1995,Everyman's Library
26800,C++ Programmer's Notebook,Jim Keogh/John Shapley Gray,3.0,130887013,9780000000000.0,eng,528,3,0,2001,Prentice Hall PTR
10534,The Art of War,Sun Tzu/Thomas Cleary/Pulat Otkan/Giray Fidan,3.97,1590302257,9780000000000.0,eng,273,235924,5869,2005,Shambhala
35781,The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll,4.02,471272426,9780000000000.0,eng,446,531,11,2003,Wiley
15186,American Film Guide,Frank N. Magill,0.0,893562505,9780000000000.0,eng,5,0,0,1983,Salem Press Inc
34264,Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer,3.55,1416918086,9780000000000.0,eng,307,5421,360,2006,Margaret K. McElderry Books
42376,Theater Shoes,Noel Streatfeild/Diane Goode,4.02,613013379,9780000000000.0,en-US,252,85,11,1999,Sagebrush
41126,Antarctica,Kim Stanley Robinson,3.78,553574027,9780000000000.0,eng,672,2248,165,1999,Bantam
11908,The Adventures of Augie March,Saul Bellow/Christopher Hitchens,3.84,143039571,9780000000000.0,eng,586,14789,756,2006,Penguin Classics
24828,The Rosetta Codex,Richard Paul Russo,3.21,441013309,9780000000000.0,en-US,384,22,2,2005,Ace Trade
17803,After Dark,Haruki Murakami/Jay Rubin,3.7,307265838,9780000000000.0,eng,191,80308,4506,2007,Knopf Publishing Group
11801,The Stone Diaries,Carol Shields,3.87,143036394,9780000000000.0,en-US,384,397,40,2005,Penguin Essential Editions
38670,Pedro Páramo,Juan Rulfo,4.05,351801434X,9780000000000.0,ger,132,450,32,1999,Suhrkamp
40361,Martian Time-Slip,Philip K. Dick,3.77,185798837X,9780000000000.0,eng,226,353,33,1999,Gollancz
26931,Cloudsplitter,Russell Banks,3.91,60930861,9780000000000.0,eng,758,3618,425,1999,Harper Perennial
29083,Snow,Roy McKie/P.D. Eastman,4.15,394800273,9780000000000.0,eng,72,4383,88,1962,Random House
24304,Poppy's Return,Avi/Brian Floca,3.99,60000147,9780000000000.0,eng,256,1110,71,2006,HarperCollins
13730,Bleach  Volume 18,Tite Kubo,4.34,1421510421,9780000000000.0,eng,208,7781,70,2007,VIZ Media LLC
15148,Ralph Ellison: A Biography,Arnold Rampersad,4.15,375408274,9780000000000.0,eng,657,182,24,2007,Knopf Publishing Group
31076,The New Knighthood: A History of the Order of the Temple,Malcolm Barber,3.84,521558727,9780000000000.0,eng,441,126,7,1995,Cambridge University Press
29085,Sam And The Firefly (Beginner Books),P.D. Eastman,4.17,1713191,9780000000000.0,eng,64,5,0,1985,Collins
39571,programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java,Rick Decker/Stuart Hirshfield,4.0,534371094,9780000000000.0,eng,640,1,0,1999,Course Technology
13121,Enchantment: The Life of Audrey Hepburn,Donald Spoto,3.87,307237583,9780000000000.0,eng,352,2703,267,2007,Harmony
27528,Nicolae (Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,3.96,078622469X,9780000000000.0,eng,530,30129,566,2005,Thorndike Press
31299,Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,1572705647,9780000000000.0,eng,196,13515,368,2006,AudioGO
38503,Tales of Ordinary Madness,Charles Bukowski,3.92,872861554,9780000000000.0,eng,238,16544,431,2001,City Lights Publishers
14684,The Charterhouse of Parma,Stendhal/Roger Pearson/Margaret Mauldon,3.82,192839578,9780000000000.0,eng,560,51,8,1999,Oxford University Press
3585,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,3.96,1598870297,9780000000000.0,eng,6,18,4,2006,HighBridge Company
24885,Strange Attractors,William Sleator,3.72,140345825,9780000000000.0,eng,176,230,7,1991,Puffin Books
43747,The Authority  Vol. 2: Under New Management,Warren Ellis/Mark Millar/Bryan Hitch/Frank Quitely,4.15,1563897563,9780000000000.0,eng,200,4146,71,2000,Wildstorm
2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,8466305130,9790000000000.0,spa,640,26,2,2003,Punto de Lectura
15249,The Lord of the Rings: The Return of the King - Visual Companion,Jude Fisher,4.59,7116268,9780000000000.0,eng,72,26,3,2003,HarperCollins
35666,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,4.18,62736981,9780000000000.0,eng,224,2072,100,1999,HarperResource
5073,Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,2723439801,9780000000000.0,fre,200,48,2,2002,Glénat
45206,Miss or Mrs?/ The Haunted Hotel/ The Guilty River,Wilkie Collins/Norman Page/Toru Sasaki,3.79,192833073,9780000000000.0,eng,360,175,14,1999,Oxford University Press  USA
41544,The Mammoth Book of Storms  Shipwrecks and Sea Disasters,Richard Russell Lawrence,3.57,786714689,9780000000000.0,eng,512,11,3,2004,Running Press
11990,The Rebel,Albert Camus/Anthony Bower/Herbert Read,4.15,679733841,9780000000000.0,eng,320,9227,256,1992,Vintage
5350,The Partner,John Grisham,3.92,385339100,9780000000000.0,eng,416,97474,1928,2005,Delta
45118,The Devil's Feather,Minette Walters,3.63,307264629,9780000000000.0,eng,349,2343,153,2006,Alfred A. Knopf
32437,The Face,Dean Koontz,3.71,553584480,9780000000000.0,eng,649,18747,559,2004,Bantam
21494,Floaters,Joseph Wambaugh,3.52,553575953,9780000000000.0,eng,291,567,38,1997,Bantam
31491,The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,451530306,9780000000000.0,eng,544,15840,462,2009,Signet
38761,Incident at Vichy,Arthur  Miller,3.96,140481931,9780000000000.0,eng,80,686,54,1985,Penguin Books
19321,The Tale of Peter Rabbit,Beatrix Potter,4.18,723247706,9780000000000.0,eng,72,188842,1575,2002,Warne
3690,The Power and the Glory,Graham Greene/John Updike,4.0,142437301,9780000000000.0,eng,222,25490,1585,2003,Penguin Books
19302,Pippi Longstocking,Astrid Lindgren/Florence Lamborn/Louis S. Glanzman,4.13,142402494,9780000000000.0,eng,160,147067,2558,2005,Puffin Books
28377,Heartsnatcher,Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock,3.97,1564782999,9780000000000.0,en-GB,245,2430,77,2003,Dalkey Archive Press
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,747267197,9780000000000.0,eng,448,301,24,2002,Headline
22743,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,840132954X,9790000000000.0,spa,594,7,0,2003,DeBolsillo
30215,Cast a Yellow Shadow (Mac McCorkle  #2),Ross Thomas,3.95,445405562,9780000000000.0,eng,272,206,17,1987,Mysterious Press
31384,Loving God with All Your Mind,Elizabeth George,4.43,736913823,9780000000000.0,en-US,304,1488,77,2005,Harvest House Publishers
43244,High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny/Derek J. Balling,4.23,596003064,9780000000000.0,eng,304,403,17,2004,O'Reilly Media
18761,Civilization and Its Discontents,Sigmund Freud/Louis Menand,3.78,393059952,9780000000000.0,eng,192,215,18,2005,W. W. Norton  Company
24603,The Writer of Modern Life: Essays on Charles Baudelaire,Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,4.3,674022874,9780000000000.0,eng,307,267,4,2006,Belknap Press
36853,Tyrannosaurus Wrecks (Stanley  #1),Laura Driscoll/Alisa Klayman-Grodsky/Eric     Weiner,5.0,786845031,9780000000000.0,eng,24,2,1,2003,Disney Press
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,034549279X,9780000000000.0,eng,224,686,8,2006,Del Rey
28086,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,140157514,9780000000000.0,eng,422,640,65,1972,Penguin Books Ltd
1684,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92,679783199,9780000000000.0,eng,905,104,16,2000,Random House
11970,The Humanoids (Humanoids #1),Jack Williamson,3.75,312852533,9780000000000.0,eng,299,898,48,1996,Orb Books
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,744520053,9780000000000.0,eng,29,65,9,1991,Walker Books Ltd
22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,4.04,1569312109,9780000000000.0,en-US,200,27,0,1997,Viz Media
42915,CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk/CliffsNotes/Erich Maria Remarque,4.24,764586718,9780000000000.0,eng,112,12,0,2000,Cliffs Notes
30851,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,4.33,312426119,9780000000000.0,eng,261,6232,713,2006,Picador
2713,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,140150811,9780000000000.0,eng,611,70,8,1977,Penguin Books
44630,The Inner Sanctum,Stephen W. Frey,3.64,451190149,9780000000000.0,eng,448,472,36,1998,Signet
2209,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,4.05,393311333,9780000000000.0,eng,288,2622,78,2001,W. W. Norton  Company
22298,Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,9879397509,9790000000000.0,spa,442,116,13,2006,Mondadori
6981,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,4.13,61144894,9780000000000.0,eng,240,2366,231,2016,HarperOne
33718,The Ties That Bind: Life's Most Essential Knots and Ties,Susan Oliver/Harry   Bates,3.67,1584793821,9780000000000.0,eng,80,3,1,2004,Harry N. Abrams
30129,A Light in the Attic (Book & CD),Shel Silverstein,4.34,66236177,9780000000000.0,en-US,176,597,21,2001,HarperCollins
42863,Mission Possible,Kenneth H. Blanchard,3.44,71348271,9780000000000.0,eng,242,0,0,1999,McGraw-Hill Companies
16887,How to Write: Advice and Reflections,Richard Rhodes,3.87,688149480,9780000000000.0,eng,240,162,19,1996,William Morrow Paperbacks
14430,The Pyramid,William Golding,3.33,571192521,9780000000000.0,eng,217,527,20,1997,Faber  Faber
45486,His Dark Materials (His Dark Materials  #1-3),Philip Pullman,4.26,375847227,9780000000000.0,eng,933,2656,260,2007,Alfred A. Knopf
40226,Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,4.0,1567996035,9780000000000.0,en-US,128,42,3,1997,MetroBooks (NY)
44067,Full Woman  Fleshly Apple  Hot Moon: Selected Poems,Pablo Neruda/Stephen Mitchell,4.45,60928778,9780000000000.0,eng,288,1018,66,1998,Harper Perennial
32696,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4.0,8497594290,9790000000000.0,spa,417,79,11,2004,Debolsillo
5694,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,1570754365,9780000000000.0,eng,192,62,9,2002,Orbis Books
44450,The Portable Dorothy Parker,Dorothy Parker/Marion Meade/Seth,4.34,143039539,9780000000000.0,eng,626,1447,199,2006,Penguin Books
23617,Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.87,7149115,9780000000000.0,eng,116,8775,413,2002,HarperCollins Publishers
969,The Da Vinci Code,Dan Brown,3.84,076792603X,9780000000000.0,eng,467,1120,105,2006,Broadway Books
2166,The Old Man and the Sea,Ernest Hemingway/Donald Sutherland,3.77,743564367,9780000000000.0,eng,3,393,77,2006,Simon  Schuster Audio
45092,Agnes Grey,Anne Brontë/Fred Schwarzbach,3.68,1593083238,9780000000000.0,eng,224,418,77,2005,Barnes  Noble Classics
26821,The National Geographic Society: 100 Years of Adventure & Discovery,C.D.B. Bryan,4.11,810982196,9780000000000.0,en-US,528,10,2,2001,Abradale Books/Harry N. Abrams
38925,Dirty Little Secrets,Joy King,4.15,031235407X,9780000000000.0,eng,256,304,31,2006,St. Martin's Griffin
11876,Set This House On Fire,William Styron,3.69,009928555X,9780000000000.0,eng,567,566,33,2001,Vintage Classics
40929,The Rise of Theodore Roosevelt,Edmund Morris,4.23,375756787,9780000000000.0,eng,780,36847,1461,2001,Random House Trade Paperbacks
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,446579785,9780000000000.0,en-US,211,213,26,2006,Business Plus
